gender,age,married,city,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,churn_value,churn_score,cltv,churn_reason,referred_a_friend,number_of_referrals,offer,avg_monthly_long_distance_charges,internet_type,avg_monthly_gb_download,streaming_music,unlimited_data,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,churn_category,cluster,customer_id,months_to_churn
Female,61,1,Hume,46,1,0,DSL,0,1,0,1,1,0,Two year,1,Credit card (automatic),0,41,4699,,1,1,None,37.02,DSL,6,0,1,64.2,3009.5,0.0,0,1702.92,4712.42,4,0,,Heavyweight,3174-AKMAS,80.0
Female,45,1,Kingsburg,72,1,1,DSL,0,0,1,0,1,1,Two year,1,Bank transfer (automatic),0,34,5120,,1,5,Offer A,43.47,Cable,9,1,0,76.8,5468.45,0.0,90,3129.84,8688.29,3,0,,Heavyweight,9926-PJHDQ,80.0
Male,63,0,Lakeshore,18,1,0,DSL,0,0,1,1,0,0,Month-to-month,0,Credit card (automatic),0,44,2110,,0,0,Offer D,47.72,DSL,28,0,1,55.2,1058.1,0.0,0,858.96,1917.06,4,0,,Vanilla,7382-DFJTU,42.0
Male,29,1,Los Banos,71,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),0,58,4111,,1,10,Offer A,31.97,Fiber Optic,73,1,1,108.55,7616.0,0.0,0,2269.87,9885.87,3,0,,Heavyweight,2798-NYLMZ,80.0
Female,55,1,North Fork,42,1,1,No,0,0,0,0,0,0,Two year,0,Electronic check,0,53,3052,,1,9,None,33.63,None,0,0,0,25.25,1108.2,0.0,0,1412.46,2520.66,4,0,,Minimalist,8098-TDCBU,80.0
Male,23,1,Oakhurst,34,0,0,DSL,1,0,0,0,0,0,One year,0,Bank transfer (automatic),0,33,4697,,0,0,None,0.0,DSL,42,0,1,30.4,938.65,0.0,0,0.0,938.65,4,0,,Vanilla,3551-GAEGL,80.0
Female,23,0,Orange Cove,25,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,0,23,4874,,0,0,Offer C,9.57,Fiber Optic,59,0,1,84.6,2088.05,0.0,0,239.25,2327.3,3,0,,Price Sensitive,3196-NVXLZ,29.0
Female,37,1,Parlier,55,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),0,65,5892,,1,10,None,35.04,Fiber Optic,57,1,0,103.7,5656.75,0.0,20,1927.2,7603.95,3,0,,Heavyweight,0036-IHMOT,80.0
Male,30,1,Prather,70,1,1,Fiber optic,1,1,0,1,0,0,Two year,1,Credit card (automatic),0,48,4867,,1,9,None,9.28,Fiber Optic,51,0,1,88.0,5986.45,0.0,0,649.5999999999999,6636.049999999999,3,0,,Heavyweight,4178-EGMON,80.0
Female,41,1,Raisin City,61,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,0,35,5632,,1,3,None,27.63,Fiber Optic,29,1,1,106.35,6751.35,0.0,0,1685.4299999999998,8436.78,5,0,,Heavyweight,4220-TINQT,6.0
Male,62,1,Raymond,43,1,0,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),0,63,3716,,1,1,None,41.08,DSL,18,1,1,79.15,3566.6,0.0,0,1766.4399999999998,5333.04,3,0,,Heavyweight,5318-YKDPV,80.0
Male,37,0,Reedley,47,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,0,29,5029,,0,0,None,16.64,Fiber Optic,8,1,1,103.1,4889.3,0.0,0,782.08,5671.38,4,0,,Heavyweight,7975-TZMLR,25.0
Male,38,0,Riverdale,5,1,0,DSL,0,0,1,1,1,0,Month-to-month,1,Credit card (automatic),0,42,3099,,0,0,Offer E,13.96,DSL,5,0,1,63.95,318.1,0.0,0,69.80000000000001,387.9,4,0,,Vanilla,0295-QVKPB,13.0
Female,55,0,Sanger,62,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),0,34,6201,,0,0,None,8.23,None,0,0,0,25.8,1563.95,0.0,0,510.2600000000001,2074.21,3,0,,Minimalist,4335-BSMJS,80.0
Female,47,1,Shaver Lake,14,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,65,2080,,1,1,None,31.7,None,0,0,0,25.55,372.45,0.0,0,443.8,816.25,5,0,,Minimalist,9146-JRIOX,44.0
Male,35,1,Sultana,34,0,0,DSL,0,0,1,1,1,0,Month-to-month,1,Electronic check,0,49,5569,,1,2,Offer C,0.0,DSL,76,0,1,44.85,1442.6,0.0,0,0.0,1442.6,4,0,,Vanilla,5337-IIWKZ,31.0
Male,44,1,Tranquillity,38,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,73,3772,,1,9,Offer C,33.1,None,0,0,0,25.05,963.95,0.0,0,1257.8,2221.75,3,0,,Minimalist,9650-VBUOG,80.0
Female,46,1,Wishon,70,1,0,DSL,1,1,1,1,0,1,One year,0,Credit card (automatic),0,43,6325,,1,7,None,19.1,DSL,21,1,1,74.1,5222.3,0.0,0,1337.0,6559.3,3,0,,Heavyweight,3487-EARAT,80.0
Female,33,1,Traver,37,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,0,31,3746,,1,3,Offer C,1.08,Fiber Optic,16,0,1,88.8,3340.55,0.0,0,39.96,3380.51,4,0,,Price Sensitive,2672-TGEFF,22.0
Male,47,1,Fresno,62,1,0,DSL,1,0,1,1,0,1,One year,0,Credit card (automatic),0,56,5327,,0,0,None,14.05,DSL,25,1,1,71.4,4487.3,0.0,0,871.1,5358.400000000001,3,0,,Heavyweight,8184-WMOFI,80.0
Male,27,0,Fresno,36,1,0,DSL,1,0,1,1,1,1,Month-to-month,1,Credit card (automatic),0,53,4830,,0,0,Offer C,42.51,Cable,52,1,0,79.2,2854.95,0.0,40,1530.36,4425.31,3,0,,Vanilla,6092-QZVPP,33.0
Male,36,0,Fresno,44,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,55,2404,,0,0,None,1.4,None,0,0,0,20.4,905.55,0.0,0,61.6,967.15,5,0,,Minimalist,4625-LAMOB,80.0
Female,44,1,Fresno,72,1,1,Fiber optic,1,0,1,0,1,1,Two year,1,Credit card (automatic),0,70,5678,,1,7,None,6.58,Fiber Optic,7,1,1,105.0,7589.8,0.0,0,473.76,8063.56,3,0,,Heavyweight,0392-BZIUW,80.0
Female,59,0,Fresno,13,0,0,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),0,38,2444,,0,0,None,0.0,Cable,7,0,1,30.85,394.1,0.0,0,0.0,394.1,3,0,,Vanilla,6549-NNDYT,47.0
Female,23,1,Fresno,15,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,0,22,3009,,1,7,None,34.63,None,0,0,0,20.55,295.95,0.0,0,519.45,815.4000000000001,5,0,,Minimalist,0422-OHQHQ,80.0
Female,57,0,Fresno,65,1,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),0,75,5434,,0,0,None,41.74,Cable,17,1,1,84.85,5459.2,0.0,0,2713.1,8172.299999999999,4,0,,Heavyweight,6916-HIJSE,80.0
Female,54,1,Fresno,12,0,0,DSL,1,0,0,1,0,0,One year,0,Credit card (automatic),0,74,3882,,1,7,None,0.0,DSL,27,0,1,33.15,444.75,0.0,0,0.0,444.75,3,0,,Vanilla,2316-ESMLS,80.0
Male,55,1,Fresno,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),0,44,5883,,1,8,None,5.32,DSL,5,1,0,92.0,6782.15,0.0,10,383.04,7175.19,3,0,,Heavyweight,9778-OGKQZ,80.0
Female,23,1,Fresno,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),0,66,5762,,1,3,None,44.92,DSL,69,1,1,89.8,6510.45,0.0,0,3234.24,9744.69,3,0,,Heavyweight,7408-OFWXJ,80.0
Female,57,1,Salinas,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),0,39,5841,,1,9,None,12.29,Fiber Optic,24,1,1,115.8,8476.5,0.0,0,884.8799999999999,9361.38,3,0,,Heavyweight,6007-TCTST,80.0
Male,63,0,Salinas,52,1,1,DSL,1,1,0,1,1,1,Two year,1,Mailed check,0,69,4322,,0,0,None,32.02,DSL,28,1,1,85.15,4461.85,0.0,0,1665.0400000000002,6126.89,3,0,,Heavyweight,2252-NKNSI,80.0
Male,50,0,Salinas,2,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,57,5983,,0,0,Offer E,40.25,None,0,0,0,24.85,62.0,0.0,0,80.5,142.5,3,0,,Minimalist,8713-IGZSO,11.0
Female,63,0,Salinas,5,1,0,DSL,1,0,0,1,1,0,Month-to-month,1,Electronic check,0,35,4771,,0,0,Offer E,8.32,DSL,22,0,1,64.35,352.65,0.0,0,41.6,394.25,4,0,,Price Sensitive,7905-TVXTA,8.0
Female,32,0,Salinas,68,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,68,4201,,0,0,None,48.41,None,0,0,0,20.5,1424.9,0.0,0,3291.88,4716.78,4,0,,Minimalist,7695-PKLCZ,80.0
Male,22,0,Carmel By The Sea,72,1,1,DSL,1,1,0,1,1,1,Two year,0,Credit card (automatic),0,33,5965,,0,0,None,48.36,DSL,71,1,0,86.05,6309.65,0.0,20,3481.92,9811.57,4,0,,Heavyweight,8374-UULRV,80.0
Female,59,1,Carmel Valley,66,1,1,Fiber optic,1,1,0,1,0,0,One year,0,Electronic check,0,53,4488,,1,10,None,37.38,Fiber Optic,8,0,1,89.0,5898.6,0.0,0,2467.0800000000004,8365.68,3,0,,Heavyweight,3224-DFQNQ,80.0
Male,52,1,Chualar,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),0,72,4036,,1,9,None,0.0,DSL,18,1,1,64.8,4719.75,0.0,0,0.0,4719.75,3,0,,Heavyweight,5275-PMFUT,80.0
Male,63,0,Gonzales,26,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),0,77,5823,,0,0,Offer C,45.7,None,0,0,0,19.8,457.3,0.0,0,1188.2,1645.5,3,0,,Minimalist,4795-UXVCJ,80.0
Male,53,1,Greenfield,64,1,1,Fiber optic,1,0,1,0,0,1,Two year,0,Bank transfer (automatic),0,42,6249,,1,2,None,30.82,Fiber Optic,11,1,1,93.4,5822.3,0.0,0,1972.48,7794.780000000001,3,0,,Heavyweight,9777-IQHWP,80.0
Male,61,1,Monterey,62,0,0,DSL,0,0,0,1,1,0,Two year,1,Bank transfer (automatic),0,54,4987,,1,6,None,0.0,Cable,4,0,1,39.0,2337.45,0.0,0,0.0,2337.45,4,0,,Vanilla,0979-MOZQI,80.0
Female,44,0,Pacific Grove,5,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,53,5263,,0,0,None,24.61,None,0,0,0,20.5,104.3,0.0,0,123.05,227.35,3,0,,Minimalist,2732-ISEZX,50.0
Male,44,0,San Lucas,3,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,0,77,4315,,0,0,None,33.87,None,0,0,0,26.4,121.25,0.0,0,101.61,222.86,5,0,,Minimalist,0323-XWWTN,80.0
Female,32,1,Seaside,72,1,1,Fiber optic,1,0,1,1,1,0,Two year,1,Bank transfer (automatic),0,75,4332,,1,1,None,25.48,Fiber Optic,3,0,1,98.2,7015.9,0.0,0,1834.56,8850.46,3,0,,Heavyweight,1937-OTUKY,80.0
Male,26,1,Soledad,57,1,0,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),0,51,5833,,1,1,None,4.18,Fiber Optic,73,1,1,97.55,5598.0,0.0,0,238.26,5836.26,4,0,,Heavyweight,1573-LGXBA,80.0
Male,63,0,Spreckels,66,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,51,6382,,0,0,None,37.94,None,0,0,0,19.95,1269.1,0.0,0,2504.04,3773.14,4,0,,Minimalist,1764-VUUMT,80.0
Male,33,0,Brisbane,45,1,1,Fiber optic,0,0,1,0,1,1,Two year,0,Bank transfer (automatic),0,38,3333,,0,0,None,23.54,Fiber Optic,12,1,1,99.7,4634.35,0.0,0,1059.3,5693.650000000001,4,0,,Heavyweight,4713-ZBURT,80.0
Female,25,0,Burlingame,3,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),0,67,2496,,0,0,None,0.0,DSL,46,0,1,34.8,113.95,0.0,0,0.0,113.95,4,0,,Vanilla,3050-GBUSH,55.0
Female,48,0,Daly City,51,0,0,DSL,1,0,1,1,1,1,One year,0,Bank transfer (automatic),0,37,5404,,0,0,None,0.0,DSL,10,1,1,60.15,3077.0,0.0,0,0.0,3077.0,3,0,,Vanilla,7876-AEHIG,80.0
Female,29,0,Half Moon Bay,60,1,1,DSL,1,0,1,1,0,0,One year,0,Electronic check,0,25,6408,,0,0,None,37.95,DSL,27,0,0,64.75,4039.5,0.0,120,2277.0,6436.5,3,0,,Heavyweight,7945-HLKEA,80.0
Male,62,0,La Honda,33,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),0,58,5201,,0,0,Offer C,5.91,DSL,5,0,1,54.65,1665.2,0.0,0,195.03,1860.23,3,0,,Price Sensitive,9342-VNIMQ,36.0
Female,39,1,Menlo Park,67,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Electronic check,0,37,5649,,1,1,None,35.03,Fiber Optic,23,1,1,111.25,7511.65,0.0,0,2347.01,9858.66,3,0,,Heavyweight,3199-NPKCN,80.0
Female,19,1,Atherton,49,0,0,DSL,1,0,0,1,0,0,One year,1,Credit card (automatic),0,69,4865,,1,1,None,0.0,Cable,82,0,1,35.8,1782.0,0.0,0,0.0,1782.0,4,0,,Vanilla,5170-PTRKA,80.0
Male,42,0,Portola Valley,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,52,5368,,0,0,None,3.23,None,0,0,0,20.05,20.05,0.0,0,3.23,23.28,3,0,,Minimalist,4661-NJEUX,53.0
Male,23,1,Moss Beach,37,1,0,Fiber optic,0,0,0,0,1,1,One year,0,Credit card (automatic),0,55,5263,,1,1,Offer C,43.01,Fiber Optic,51,1,1,91.2,3247.55,0.0,0,1591.37,4838.92,5,0,,Heavyweight,0048-LUMLS,80.0
Male,37,1,Mountain View,31,1,1,Fiber optic,1,0,1,1,0,0,Month-to-month,0,Electronic check,0,46,2132,,1,1,Offer C,20.76,Fiber Optic,57,0,1,89.3,2823.0,0.0,0,643.5600000000001,3466.56,3,0,,Vanilla,5898-IGSLP,25.0
Female,56,1,Redwood City,63,1,1,Fiber optic,0,0,0,1,0,0,One year,1,Credit card (automatic),0,64,6063,,1,1,Offer B,38.85,Fiber Optic,27,0,1,81.2,4965.1,0.0,0,2447.55,7412.650000000001,3,0,,Heavyweight,7997-EASSD,80.0
Male,53,0,Redwood City,30,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Credit card (automatic),0,75,4219,,0,0,Offer C,41.66,Fiber Optic,28,1,1,94.3,2679.7,0.0,0,1249.8,3929.5,3,0,,Price Sensitive,0730-KOAVE,36.0
Male,29,1,Redwood City,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),0,42,5027,,1,1,None,33.83,Fiber Optic,27,1,0,116.1,8310.55,0.0,130,2401.93,10842.48,4,0,,Heavyweight,8975-SKGRX,80.0
Female,33,0,Redwood City,53,1,1,Fiber optic,0,1,1,0,1,1,Two year,0,Electronic check,0,67,5731,,0,0,Offer B,12.92,Fiber Optic,19,1,1,105.55,5682.25,0.0,0,684.76,6367.01,5,0,,Heavyweight,0678-RLHVP,80.0
Male,27,1,San Carlos,50,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Credit card (automatic),0,21,5548,,1,1,Offer B,17.58,Fiber Optic,47,1,1,94.4,4914.9,0.0,0,878.9999999999999,5793.9,4,0,,Heavyweight,2267-FPIMA,22.0
Female,19,0,San Gregorio,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,74,4836,,0,0,None,27.17,None,0,0,0,19.5,27.55,0.0,0,54.34,81.89,5,0,,Minimalist,1051-GEJLJ,52.0
Female,35,1,Sunnyvale,56,1,0,Fiber optic,1,1,1,0,1,1,One year,1,Credit card (automatic),0,24,4196,,1,1,Offer B,34.1,Fiber Optic,13,1,1,105.6,6068.65,0.0,0,1909.6,7978.25,4,0,,Heavyweight,5285-MVEHD,80.0
Male,60,1,Sunnyvale,67,1,0,DSL,1,1,1,0,1,1,Two year,0,Credit card (automatic),0,51,4219,,1,1,None,45.25,DSL,18,1,1,81.35,5398.6,0.0,0,3031.75,8430.35,3,0,,Heavyweight,0379-DJQHR,80.0
Male,38,0,San Francisco,4,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,0,49,5344,,0,0,None,20.76,DSL,30,0,1,56.4,234.85,0.0,0,83.04,317.89,4,0,,Price Sensitive,5543-QDCRY,39.0
Male,61,0,San Francisco,19,1,0,DSL,0,1,0,1,0,1,One year,1,Bank transfer (automatic),0,39,2051,,0,0,None,41.79,DSL,6,1,0,65.35,1231.85,0.0,60,794.01,2085.86,4,0,,Vanilla,0297-RBCSG,80.0
Female,26,0,San Francisco,8,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,40,5919,,0,0,None,45.87,None,0,0,0,19.95,170.9,0.0,0,366.96,537.86,4,0,,Minimalist,4694-PHWFW,48.0
Female,29,0,San Francisco,71,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,0,54,4361,,0,0,None,41.92,Fiber Optic,53,1,1,111.25,7984.15,0.0,0,2976.32,10960.47,4,0,,Heavyweight,0835-JKADZ,80.0
Male,40,1,San Francisco,72,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Bank transfer (automatic),0,72,6283,,1,1,None,11.67,Fiber Optic,26,1,1,106.1,7848.5,0.0,0,840.24,8688.74,3,0,,Heavyweight,3865-YIOTT,80.0
Male,42,0,San Francisco,12,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),0,62,4018,,0,0,None,16.59,None,0,0,0,20.05,267.0,0.0,0,199.08,466.08,3,0,,Minimalist,5993-BQHEA,80.0
Male,22,1,San Francisco,72,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),0,62,6499,,1,1,None,28.06,None,0,0,0,25.2,1798.9,0.0,0,2020.32,3819.22,3,0,,Minimalist,6024-RUGGH,80.0
Male,45,0,San Francisco,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),0,24,4266,,0,0,None,0.0,Cable,10,1,1,65.55,4807.45,0.0,0,0.0,4807.45,4,0,,Heavyweight,4079-WWQQQ,80.0
Female,37,0,San Francisco,26,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,0,28,4501,,0,0,Offer C,20.64,Fiber Optic,22,0,1,80.7,2193.0,0.0,0,536.64,2729.64,3,0,,Price Sensitive,6103-BOCOU,29.0
Female,48,0,San Francisco,21,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Mailed check,0,20,3471,,0,0,None,36.31,Fiber Optic,27,1,1,104.55,2239.4,0.0,0,762.51,3001.91,4,0,,Vanilla,5149-TGWDZ,49.0
Male,23,1,San Francisco,60,1,1,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),0,24,4501,,1,1,Offer B,16.42,None,0,0,0,24.15,1505.9,0.0,0,985.2,2491.1000000000004,3,0,,Minimalist,7471-WNSUF,80.0
Male,26,0,San Francisco,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,80,4883,,0,0,None,41.11,None,0,0,0,20.45,255.35,0.0,0,493.32,748.67,5,0,,Minimalist,8942-DBMHZ,45.0
Male,25,1,San Francisco,16,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,51,5432,,1,1,None,25.83,Fiber Optic,46,0,1,75.4,1189.4,0.0,0,413.28,1602.68,5,0,,Price Sensitive,4301-VVZKA,26.0
Female,38,1,San Francisco,63,1,1,DSL,1,1,0,0,1,1,One year,1,Credit card (automatic),0,30,4010,,1,1,Offer B,49.08,Cable,24,1,0,79.7,4786.15,0.0,30,3092.04,7908.19,3,0,,Heavyweight,9199-PWQVC,80.0
Female,54,1,San Francisco,32,1,0,DSL,1,1,1,1,0,1,Month-to-month,0,Bank transfer (automatic),0,70,5324,,1,1,Offer C,32.43,Cable,19,1,1,76.3,2404.15,0.0,0,1037.76,3441.91,3,0,,Vanilla,5393-HJZSM,37.0
Female,32,1,San Francisco,68,1,1,Fiber optic,0,1,0,1,1,1,Two year,1,Credit card (automatic),0,45,4121,,1,6,None,16.09,Fiber Optic,53,1,1,103.75,7039.45,0.0,0,1094.12,8133.57,3,0,,Heavyweight,0862-PRCBS,80.0
Female,53,1,San Francisco,30,1,0,Fiber optic,0,0,1,0,0,1,One year,0,Electronic check,0,24,2923,,0,0,Offer C,48.43,Fiber Optic,58,1,1,86.45,2538.05,0.0,0,1452.9,3990.95,3,0,,Price Sensitive,8812-ZRHFP,80.0
Female,44,0,San Francisco,16,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),0,59,5176,,0,0,None,38.02,Fiber Optic,25,0,1,75.1,1212.85,0.0,0,608.32,1821.17,5,0,,Price Sensitive,5146-CBVOE,37.0
Male,32,0,Palo Alto,33,1,0,Fiber optic,0,1,0,1,0,0,Two year,0,Bank transfer (automatic),0,80,5542,,0,0,Offer C,34.85,Fiber Optic,27,0,1,80.6,2651.1,0.0,0,1150.05,3801.15,4,0,,Vanilla,0454-OKRCT,80.0
Male,54,1,Palo Alto,72,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,42,4035,,1,3,None,2.61,None,0,0,0,19.3,1304.8,0.0,0,187.92,1492.72,3,0,,Minimalist,5787-KXGIY,80.0
Female,58,0,Stanford,12,0,0,DSL,1,0,0,1,0,0,One year,1,Mailed check,0,30,2990,,0,0,None,0.0,DSL,19,0,1,33.6,435.45,0.0,0,0.0,435.45,3,0,,Vanilla,4198-VFOEA,60.0
Female,40,1,San Mateo,0,1,0,DSL,1,1,1,0,1,1,Two year,0,Mailed check,0,45,2048,,1,8,None,31.09,DSL,5,1,1,80.85,808.5,0.0,0,310.9,1119.4,3,0,,Vanilla,5709-LVOEQ,80.0
Female,32,1,San Mateo,65,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Credit card (automatic),0,69,6047,,1,6,Offer B,41.34,Fiber Optic,15,1,1,108.05,7118.9,0.0,0,2687.1000000000004,9806.0,3,0,,Heavyweight,2692-AQCPF,80.0
Female,46,0,San Mateo,15,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,29,3366,,0,0,None,2.74,None,0,0,0,19.9,320.45,0.0,0,41.1,361.55,4,0,,Minimalist,0347-UBKUZ,43.0
Female,55,0,Alameda,24,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),0,63,2050,,0,0,None,47.31,None,0,0,0,21.05,531.55,0.0,0,1135.44,1666.99,5,0,,Minimalist,0835-DUUIQ,80.0
Female,50,0,Alameda,13,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,0,22,3540,,0,0,None,0.0,Cable,19,0,0,30.15,382.2,0.0,10,0.0,392.2,5,0,,Vanilla,0811-GSDTP,36.0
Male,23,0,Danville,24,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),0,43,5128,,0,0,None,35.3,Fiber Optic,41,1,1,79.85,2001.0,0.0,0,847.1999999999999,2848.2,4,0,,Price Sensitive,7567-ECMCM,32.0
Female,56,1,Alamo,72,0,0,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),0,25,4119,,1,6,None,0.0,DSL,4,1,1,65.5,4919.7,0.0,0,0.0,4919.7,3,0,,Heavyweight,6115-ZTBFQ,80.0
Female,62,1,Angwin,54,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),0,57,5795,,1,3,Offer B,42.35,Fiber Optic,76,1,1,104.1,5645.8,0.0,0,2286.9,7932.700000000001,4,0,,Heavyweight,6353-BRMMA,18.0
Male,39,1,Benicia,4,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,34,5053,,1,4,None,3.63,None,0,0,0,20.5,77.6,0.0,0,14.52,92.12,4,0,,Minimalist,6231-WFGFH,51.0
Male,42,1,Brentwood,35,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,38,2009,,1,8,None,47.33,None,0,0,0,20.5,759.35,0.0,0,1656.55,2415.9,4,0,,Minimalist,6169-PPETC,80.0
Female,64,0,Calistoga,8,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,0,31,2934,,0,0,Offer E,11.2,Fiber Optic,17,0,0,75.6,535.55,0.0,10,89.6,635.15,3,0,,Price Sensitive,8584-KMVXD,5.0
Male,62,0,Clayton,22,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Mailed check,0,62,2729,,0,0,None,37.11,DSL,15,0,1,55.1,1253.15,0.0,0,816.42,2069.57,3,0,,Vanilla,8467-WYNSR,31.0
Female,57,0,Concord,15,1,0,DSL,1,0,1,1,0,0,Month-to-month,0,Electronic check,0,55,4497,,0,0,None,30.54,DSL,11,0,1,58.95,955.15,0.0,0,458.1,1413.25,4,0,,Vanilla,0851-DFJKB,35.0
Male,39,0,Concord,22,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,0,61,3729,,0,0,None,11.15,Fiber Optic,17,1,1,95.1,2162.6,0.0,0,245.3,2407.9,4,0,,Price Sensitive,5382-SOYZL,24.0
Female,33,1,Concord,71,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,37,4993,,0,0,Offer A,4.15,None,0,0,0,25.45,1813.35,0.0,0,294.65000000000003,2108.0,3,0,,Minimalist,3261-CQXOL,80.0
Male,26,0,Pleasant Hill,4,1,0,DSL,1,0,1,0,0,0,Month-to-month,0,Electronic check,0,51,2401,,0,0,Offer E,34.69,DSL,47,0,1,56.75,245.15,0.0,0,138.76,383.91,3,0,,Vanilla,8388-FYNPZ,8.0
Male,59,0,Crockett,25,1,1,DSL,1,1,1,1,0,1,Month-to-month,0,Bank transfer (automatic),0,61,5917,,0,0,None,25.2,Cable,23,1,1,81.75,2028.8,0.0,0,630.0,2658.8,3,0,,Vanilla,4002-BQWPQ,39.0
Female,45,1,Danville,32,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,0,48,4970,,1,7,None,26.66,Fiber Optic,57,0,0,86.1,2723.75,0.0,130,853.12,3706.87,5,0,,Price Sensitive,5651-YLPRD,19.0
Male,41,0,Fairfield,17,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,0,65,2259,,0,0,None,42.66,None,0,0,0,20.5,365.8,0.0,0,725.2199999999999,1091.02,3,0,,Minimalist,4378-BZYFP,80.0
Male,50,0,Hayward,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,38,5868,,0,0,None,19.58,None,0,0,0,20.85,60.65,0.0,0,58.74,119.39,4,0,,Minimalist,7764-BDPEE,51.0
Female,48,0,Hayward,71,1,0,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),0,61,4846,,0,0,Offer A,18.2,DSL,28,0,1,77.35,5550.1,0.0,0,1292.2,6842.3,3,0,,Heavyweight,3429-IFLEM,80.0
