gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,referred_a_friend,number_of_referrals,tenure_in_months,avg_monthly_long_distance_charges,avg_monthly_gb_download,streaming_music,unlimited_data,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,new_user,internet_service_Fiber optic,internet_service_No,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,offer_Offer A,offer_Offer B,offer_Offer C,offer_Offer D,offer_Offer E,internet_type_DSL,internet_type_Fiber Optic,internet_type_None
1,20,1,0,1,0,0,1,1,0,1,1,1,1,1,12,1,1,10,57,8.01,73,1,1,109.4,6252.7,0.0,0,456.57,6709.27,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,78,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,35,26.19,19,0,0,91.0,3180.5,0.0,40,916.65,4137.15,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,26,1,0,1,0,0,1,1,0,0,0,0,0,0,12,1,1,6,62,32.28,0,0,0,23.75,1446.8,0.0,0,2001.36,3448.16,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,50,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,3,46,0.0,30,0,1,45.55,2062.15,0.0,0,0.0,2062.15,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,68,0,1,1,0,0,1,0,0,0,0,0,0,0,24,1,1,3,54,23.94,0,0,0,18.95,1031.1,0.0,0,1292.76,2323.86,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,30,0,0,1,0,0,1,0,1,0,1,1,1,0,24,0,1,4,64,25.74,51,0,1,69.25,4447.75,0.0,0,1647.36,6095.11,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,25,1,0,1,0,0,1,0,0,0,0,0,0,0,24,0,1,4,64,14.78,0,0,0,19.45,1225.65,0.0,0,945.92,2171.57,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,34,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,13,30.06,5,0,1,73.75,956.65,0.0,0,390.78,1347.4299999999998,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,68,0,1,0,0,0,1,1,1,0,0,0,1,1,24,1,0,0,66,10.45,20,1,1,102.4,6471.85,0.0,0,689.6999999999999,7161.55,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,62,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,19,26.54,0,0,0,19.7,386.5,0.0,0,504.26,890.76,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,35,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,44,32.83,24,0,1,88.15,3973.2,0.0,0,1444.52,5417.719999999999,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0,73,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,10,54,35.16,5,0,1,74.0,3919.15,0.0,0,1898.64,5817.79,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,55,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,42.19,29,1,1,62.8,62.8,0.0,0,42.19,104.99,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,48,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,12,8.25,0,0,0,19.4,198.1,0.0,0,99.0,297.1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,33,0,0,1,1,3,1,1,1,1,1,1,1,1,24,1,1,1,72,41.14,53,1,1,118.75,8672.45,0.0,0,2962.08,11634.53,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,73,0,1,1,0,0,1,1,1,0,1,1,1,1,12,1,1,2,69,8.3,14,0,1,110.55,7610.1,0.0,0,572.7,8182.8,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,45,0,0,1,0,0,1,0,1,0,0,1,0,1,12,1,1,3,20,33.78,18,1,0,64.15,1274.45,0.0,100,675.6,2050.05,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,33,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,3,3,0.0,25,0,1,35.1,101.1,0.0,0,0.0,101.1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,72,0,1,1,0,0,1,1,1,0,1,0,0,0,12,1,1,7,27,41.11,14,0,1,85.9,2220.1,0.0,0,1109.97,3330.07,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,32,0,0,1,1,1,1,0,0,0,0,0,0,0,24,0,1,3,11,2.52,0,0,0,20.9,202.3,0.0,0,27.72,230.02,0,0,1,1,0,0,0,0,0,1,0,0,0,1
0,34,0,0,1,0,0,1,1,1,1,1,1,1,1,24,0,1,9,59,14.98,19,1,1,113.75,6561.25,0.0,0,883.82,7445.07,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,72,0,1,1,0,0,0,0,1,1,1,0,0,1,12,1,1,10,31,0.0,21,0,1,50.4,1580.1,0.0,0,0.0,1580.1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,64,0,0,1,0,0,0,0,1,1,1,1,1,0,24,0,1,2,10,0.0,8,0,1,56.05,560.5,0.0,0,0.0,560.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,35,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,12,0.0,6,0,1,34.0,442.45,0.0,0,0.0,442.45,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,28,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,13,33.95,59,1,1,50.55,610.75,0.0,0,441.35,1052.1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,76,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,54,0.0,4,0,1,24.95,1364.75,0.0,0,0.0,1364.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,47,0,0,1,0,0,1,1,1,1,1,1,1,1,24,0,1,8,72,43.29,16,1,0,92.0,6474.4,0.0,110,3116.88,9701.28,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,21,1,0,1,1,3,1,0,1,1,1,1,1,1,24,1,1,4,59,42.37,73,1,0,86.75,5186.0,0.0,150,2499.83,7835.83,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,49,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20,48.03,0,0,0,19.25,375.25,0.0,0,960.6,1335.85,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,65,0,1,0,0,0,1,0,1,1,0,1,1,1,24,1,0,0,67,34.23,11,1,1,105.05,7171.7,0.0,0,2293.41,9465.11,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,35,0,0,1,1,2,1,1,1,1,1,1,0,0,24,0,1,6,65,19.53,19,0,1,94.55,6078.75,0.0,0,1269.45,7348.2,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,13.62,21,0,1,45.8,45.8,0.0,0,13.62,59.42,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,59,0,0,1,0,0,1,1,1,0,1,1,1,1,12,1,1,9,38,42.08,15,1,1,110.7,4428.6,0.0,0,1599.04,6027.64,0,1,0,0,1,0,0,0,1,0,0,0,1,0
0,76,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,9,65,8.59,7,0,1,104.35,6578.55,0.0,0,558.35,7136.900000000001,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,32,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,48,9.19,0,0,0,19.95,936.7,0.0,0,441.12,1377.8200000000002,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,40,0,0,0,0,0,0,0,1,0,1,1,0,0,24,0,0,0,46,0.0,2,0,1,38.25,1755.35,0.0,0,0.0,1755.35,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,71,0,1,0,0,0,1,1,1,1,1,1,1,0,12,0,0,0,63,15.62,18,0,1,83.0,5243.05,0.0,0,984.06,6227.110000000001,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,20,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,5,29,24.64,0,0,0,20.65,654.85,0.0,0,714.5600000000001,1369.41,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,36,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,50,12.62,0,0,0,19.4,1023.95,0.0,0,631.0,1654.95,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,42,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,56,32.88,0,0,0,19.7,1051.9,0.0,0,1841.28,2893.1800000000003,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,70,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,9,2,34.99,24,0,1,70.1,141.65,0.0,0,69.98,211.63,1,1,0,0,1,0,0,0,0,0,1,0,1,0
1,54,0,0,1,0,0,1,1,1,1,1,1,0,1,24,1,1,4,36,19.24,18,1,0,106.05,3834.4,0.0,50,692.64,4577.04,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,35,0,0,1,0,0,1,1,1,1,1,1,1,1,24,1,1,10,72,29.0,22,1,1,113.65,8182.75,0.0,0,2088.0,10270.75,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,77,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,7,69,14.76,14,0,1,84.9,5785.65,0.0,0,1018.44,6804.089999999999,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,55,0,0,1,1,1,1,0,0,0,0,0,0,0,12,0,1,5,1,47.46,0,0,0,19.85,19.85,0.0,0,47.46,67.31,1,0,1,1,0,0,0,0,0,0,0,0,0,1
0,77,0,1,1,1,2,1,1,1,1,1,1,1,1,12,1,0,0,66,3.27,10,0,1,116.25,7862.25,0.0,0,215.82,8078.07,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,41,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,6,52,31.09,28,1,1,98.15,4993.4,0.0,0,1616.68,6610.08,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,55,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,8,15,24.12,13,1,1,101.75,1669.4,0.0,0,361.8,2031.2,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,46,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,6,10,19.05,0,0,0,19.8,196.75,0.0,0,190.5,387.25,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,67,0,1,1,0,0,1,1,1,1,1,0,1,1,24,1,1,1,72,17.71,4,1,1,109.55,7920.7,0.0,0,1275.12,9195.82,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,42,0,0,0,0,0,1,1,1,1,1,1,0,0,12,0,0,0,37,13.04,14,0,1,67.45,2443.3,0.0,0,482.48,2925.78,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,33,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,1,3,17,1.64,0,0,0,19.35,307.0,10.57,0,27.88,324.31,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,35,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,22,11.46,16,1,1,83.05,1799.3,0.0,0,252.12,2051.42,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,76,0,1,1,0,0,0,0,1,0,0,1,0,0,12,0,1,2,63,0.0,7,0,1,36.1,2298.9,0.0,0,0.0,2298.9,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,36,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,15,23.56,0,0,0,19.65,270.6,0.0,0,353.4,624.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,44,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,47.19,0,0,0,20.75,141.1,0.0,0,330.33,471.43,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,33,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,31,28.72,21,0,1,59.05,1882.8,0.0,0,890.3199999999999,2773.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,67,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,8,28,24.35,15,1,1,105.8,2998.0,0.0,0,681.8000000000001,3679.8,0,1,0,0,1,0,0,0,1,0,0,0,1,0
0,31,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,10,28,21.91,5,0,1,76.55,2065.4,0.0,0,613.48,2678.88,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,72,0,1,0,0,0,1,0,1,1,0,1,0,1,12,1,0,0,53,34.58,28,1,1,96.75,5206.55,0.0,0,1832.74,7039.29,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,48,0,0,1,1,2,1,0,0,0,0,0,0,0,24,0,1,4,63,10.67,0,0,0,19.55,1245.6,0.0,0,672.21,1917.81,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,52,0,0,0,0,0,0,0,1,1,1,1,1,1,24,1,0,0,66,0.0,15,1,1,62.5,4136.4,0.0,0,0.0,4136.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,72,0,1,1,0,0,1,1,1,1,1,0,1,1,24,1,1,5,72,47.4,28,1,1,84.1,6129.65,0.0,0,3412.8,9542.45,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,45,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,1,10,12,11.04,0,0,0,19.8,202.25,0.0,0,132.48,334.73,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,19,1,0,1,1,2,1,0,0,0,0,0,0,0,12,1,1,6,24,25.84,0,0,0,20.8,469.65,0.0,0,620.16,1089.81,0,0,1,1,0,0,0,0,1,0,0,0,0,1
1,80,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,3,3,39.51,17,0,0,74.6,239.05,0.0,30,118.53,387.58,1,1,0,0,0,0,0,0,0,0,1,0,1,0
1,60,0,0,1,0,0,1,1,1,1,0,1,1,0,24,0,1,7,72,23.66,26,0,1,99.9,7251.7,0.0,0,1703.52,8955.22,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,54,0,0,1,0,0,1,1,0,0,0,0,0,0,12,0,1,5,12,45.15,0,0,0,26.4,314.95,0.0,0,541.8,856.75,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,49,0,0,1,1,1,1,1,1,1,1,1,1,1,24,0,1,10,68,43.51,22,1,0,88.0,6161.9,0.0,40,2958.68,9160.58,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,78,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,35,31.64,7,1,1,99.05,3554.6,0.0,0,1107.4,4662.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
0,27,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,60,42.88,52,0,1,89.9,5450.7,0.0,0,2572.8,8023.5,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,39,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,3,52,44.65,3,0,1,61.35,3169.55,0.0,0,2321.8,5491.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,1,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,19,34.68,0,0,0,19.65,358.15,0.0,0,658.92,1017.07,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,59,0,0,1,0,0,0,0,0,1,0,1,0,0,12,0,1,10,41,0.0,17,0,1,35.45,1391.65,0.0,0,0.0,1391.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,67,0,1,1,0,0,1,1,1,0,1,0,1,1,12,1,1,8,67,38.47,20,0,1,107.05,7142.5,0.0,0,2577.49,9719.99,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,48,0,0,1,0,0,0,0,0,1,0,1,1,1,24,1,1,1,64,0.0,30,1,1,54.6,3423.5,0.0,0,0.0,3423.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,37,0,0,1,0,0,1,0,0,0,0,0,0,0,12,1,1,10,27,20.96,0,0,0,20.55,583.3,0.0,0,565.9200000000001,1149.22,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,35,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,9,54,49.9,29,1,1,109.55,6118.95,0.0,0,2694.6,8813.55,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,65,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,8,22,22.38,14,1,1,89.75,1938.9,0.0,0,492.36,2431.26,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,52,0,0,0,0,0,1,0,0,1,1,0,1,0,12,0,0,0,30,27.88,6,0,0,64.5,1929.95,0.0,0,836.4,2766.35,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,54,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,15.9,27,0,0,43.85,43.85,0.0,10,15.9,69.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,13.63,13,0,1,44.95,44.95,0.0,0,13.63,58.580000000000005,1,0,0,0,0,1,0,0,0,0,1,1,0,0
1,59,0,0,1,0,0,1,0,0,0,0,0,0,0,24,0,1,4,18,25.54,0,0,0,20.1,370.5,0.0,0,459.72,830.22,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,76,0,1,1,0,0,1,1,1,0,1,0,0,1,12,1,1,7,51,2.21,10,0,1,93.65,4839.15,0.0,0,112.71,4951.86,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,46,0,0,0,0,0,0,0,1,1,1,1,0,1,24,1,0,0,36,0.0,9,1,1,53.1,1901.25,0.0,0,0.0,1901.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,53,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,8,47,3.2,18,0,1,58.6,2723.4,0.0,0,150.4,2873.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,77,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,57,23.05,30,0,1,94.0,5438.95,0.0,0,1313.85,6752.8,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,30,0,0,1,0,0,0,0,1,1,1,1,0,1,24,1,1,5,72,0.0,47,1,1,55.45,4179.2,0.0,0,0.0,4179.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,51,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,8,18.82,3,0,1,75.25,576.7,0.0,0,150.56,727.26,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,28,1,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,8,1.95,0,0,0,19.45,159.2,0.0,0,15.6,174.79999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,69,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,6,48.32,11,0,1,79.7,497.6,0.0,0,289.92,787.52,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1,22,1,0,1,0,0,1,1,1,1,0,1,1,1,24,1,1,6,47,29.15,52,1,0,85.3,4107.25,0.0,130,1370.05,5607.3,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,39,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,26,0.0,6,1,1,44.65,1156.55,0.0,0,0.0,1156.55,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,57,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,10,2.84,0,0,0,19.8,198.25,0.0,0,28.4,226.65,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,25,1,0,0,1,2,1,0,1,0,1,1,1,0,12,1,0,0,50,37.52,71,0,1,70.8,3478.15,0.0,0,1876.0,5354.150000000001,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,71,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,40.38,6,0,1,45.85,45.85,0.0,0,40.38,86.23,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,42,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,5,18,16.78,23,0,1,73.15,1305.95,0.0,0,302.04,1607.99,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,63,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,14,0.0,12,0,1,31.1,419.7,0.0,0,0.0,419.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,57,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,6,49,0.0,11,0,1,40.65,2070.75,0.0,0,0.0,2070.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,1,0,1,0,0,1,1,0,0,0,0,0,0,24,0,1,1,72,22.22,0,0,0,26.45,1914.5,0.0,0,1599.84,3514.34,0,0,1,1,0,0,1,0,0,0,0,0,0,1
1,68,0,1,0,0,0,1,1,1,1,0,1,1,0,12,1,0,0,71,3.91,12,0,1,99.65,7181.25,0.0,0,277.61,7458.86,0,1,0,1,0,0,1,0,0,0,0,0,1,0
1,32,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,40,11.56,26,0,1,65.1,2586.0,0.0,0,462.4,3048.4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,54,0,0,1,1,2,1,1,0,0,1,1,0,1,24,0,1,2,58,5.01,23,1,1,94.35,5563.65,0.0,0,290.58,5854.23,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,69,0,1,0,0,0,1,0,0,0,1,0,1,1,12,1,0,0,51,4.14,21,1,1,94.0,4905.75,0.0,0,211.14,5116.89,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,51,0,0,1,0,0,1,0,0,1,1,1,0,0,12,0,1,2,23,16.63,22,0,0,86.8,1940.8,0.0,90,382.49,2413.29,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,60,0,0,1,0,0,1,0,0,0,0,0,0,0,24,1,1,10,12,40.34,0,0,0,20.05,264.55,0.0,0,484.08,748.6300000000001,0,0,1,0,1,0,0,0,0,1,0,0,0,1
1,77,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,61,33.75,29,0,1,94.2,5895.45,0.0,0,2058.75,7954.2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,29,1,0,1,0,0,1,1,0,1,0,1,1,1,24,1,1,5,64,40.18,30,1,1,105.25,6823.4,23.67,0,2571.52,9371.25,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,56,0,0,1,0,0,1,1,1,1,1,1,1,0,24,1,1,8,70,27.97,2,0,1,79.25,5731.85,0.0,0,1957.9,7689.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,36,0,0,0,0,0,1,0,0,0,0,0,1,1,12,0,0,0,51,14.37,7,1,1,87.55,4475.9,0.0,0,732.87,5208.77,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0,43,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,56,3.79,14,1,1,89.7,4952.95,41.66,0,212.24,5123.53,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,77,0,1,1,0,0,1,0,0,1,1,1,1,0,12,1,1,1,53,47.64,25,0,1,94.0,4871.45,0.0,0,2524.92,7396.37,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,62,0,0,1,0,0,1,0,0,0,0,0,0,0,24,0,1,8,38,6.97,0,0,0,20.4,743.5,0.0,0,264.86,1008.36,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,48,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,44,44.45,19,1,1,111.5,4915.15,0.0,0,1955.8,6870.95,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,59,0,0,1,0,0,1,0,1,1,0,1,1,1,12,1,1,9,69,24.17,5,1,1,106.4,7251.9,3.59,0,1667.73,8916.039999999999,0,1,0,1,0,0,1,0,0,0,0,0,1,0
1,72,0,1,0,0,0,1,1,1,1,1,0,1,1,12,1,0,0,35,10.73,3,1,1,108.35,3726.15,0.0,0,375.55,4101.7,0,1,0,0,1,0,0,0,1,0,0,0,1,0
0,41,0,0,0,0,0,1,1,0,0,1,1,0,0,12,0,0,0,17,49.71,4,0,1,86.75,1410.25,0.0,0,845.07,2255.32,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,40,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,1,3,5,0.0,53,0,1,25.05,125.5,0.0,0,0.0,125.5,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,21,1,0,1,0,0,1,0,1,0,0,1,0,0,24,0,1,5,71,48.32,59,0,1,54.5,3778.2,0.0,0,3430.72,7208.92,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,31,0,0,1,0,0,1,0,1,0,0,1,1,1,12,1,1,10,64,19.22,21,1,1,96.9,6314.35,13.37,0,1230.08,7531.06,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,78,0,1,1,0,0,0,0,1,1,1,1,1,1,24,1,1,8,72,0.0,26,1,1,63.1,4685.55,0.0,0,0.0,4685.55,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,44,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,1,10,23,17.82,0,0,0,20.05,415.1,0.0,0,409.86,824.96,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,19,1,0,1,1,2,1,0,0,0,0,0,0,0,24,0,0,0,69,25.18,0,0,0,19.4,1346.2,0.0,0,1737.42,3083.62,0,0,1,0,0,1,1,0,0,0,0,0,0,1
0,60,0,0,0,1,3,1,0,0,0,0,0,0,0,12,0,0,0,9,27.34,0,0,0,20.1,190.25,0.0,0,246.06,436.31,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,28,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,48,4.15,46,1,1,95.4,4445.3,0.0,0,199.2,4644.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,75,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6,0.0,24,1,1,44.4,263.05,0.0,0,0.0,263.05,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,61,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,7,27.46,4,0,1,69.85,515.45,0.0,0,192.22,707.6700000000001,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,27,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14,43.5,0,0,0,19.9,283.75,0.0,0,609.0,892.75,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,54,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,4,37.7,2,0,0,61.3,249.4,0.0,10,150.8,410.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,29,1,0,1,0,0,1,0,0,0,0,0,0,0,12,0,1,9,1,43.57,0,0,0,18.8,18.8,0.0,0,43.57,62.370000000000005,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1,49,0,0,1,1,3,1,0,0,1,0,1,0,0,1,1,1,2,3,19.18,22,0,1,80.0,241.3,0.0,0,57.54,298.84000000000003,1,1,0,0,1,0,0,0,0,0,0,0,1,0
1,60,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,4,59,16.39,14,0,1,94.75,5597.65,0.0,0,967.01,6564.66,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,56,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,5,12.35,13,0,1,80.1,398.55,0.0,0,61.75,460.3,0,1,0,0,0,1,0,0,0,0,0,0,1,0
