gender,age,under_30,senior_citizen,married,number_of_dependents,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,churn_value,churn_score,referred_a_friend,number_of_referrals,tenure_in_months,avg_monthly_long_distance_charges,avg_monthly_gb_download,streaming_music,unlimited_data,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,new_user,internet_service_Fiber optic,internet_service_No,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,offer_Offer A,offer_Offer B,offer_Offer C,offer_Offer D,offer_Offer E,cluster_carefree,cluster_price_sensitive,cluster_vanilla
0,26,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,42,0,0,20,23.22,59,1,1,98.55,2031.95,0.0,0,464.4,2496.35,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,24,1,0,0,3,1,1,0,0,0,0,0,0,1,1,0,61,0,0,1,43.05,69,0,1,50.05,50.05,0.0,0,43.05,93.1,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0,45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53,0,0,23,35.32,0,0,0,20.85,473.9,0.0,0,812.36,1286.26,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,51,0,0,1,3,1,0,0,0,0,0,0,0,1,1,0,58,0,0,8,34.87,0,0,0,19.35,152.6,0.0,0,278.96,431.56,3,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,56,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,24,0,0,18,12.21,8,0,1,69.5,1199.4,0.0,0,219.78000000000003,1419.18,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,56,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,42,0,0,31,45.92,18,1,1,94.5,2979.2,0.0,0,1423.52,4402.719999999999,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,20,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,72,1,5,29,24.64,0,0,0,20.65,654.85,0.0,0,714.5600000000001,1369.41,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,54,0,0,1,0,1,1,1,1,1,1,0,1,24,1,0,25,1,4,36,19.24,18,1,0,106.05,3834.4,0.0,50,692.64,4577.04,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,53,0,0,1,0,1,1,0,0,1,1,1,1,12,1,0,63,1,1,42,42.45,11,1,1,108.3,4586.15,0.0,0,1782.9,6369.049999999999,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,38,0,0,0,0,1,0,0,1,1,0,1,1,24,1,0,41,0,0,60,16.81,21,1,1,99.65,5941.05,0.0,0,1008.6,6949.65,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,42,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,56,1,6,22,35.62,29,0,1,95.9,2234.95,0.0,0,783.64,3018.59,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,47,0,0,1,0,1,0,0,0,0,0,0,0,12,0,0,60,1,7,36,21.77,0,0,0,20.0,666.75,0.0,0,783.72,1450.47,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,40,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,66,0,0,9,27.53,11,1,1,64.95,547.8,0.0,0,247.77,795.5699999999999,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,28,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,22,1,5,1,42.99,59,0,1,74.6,74.6,0.0,0,42.99,117.59,5,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
0,39,0,0,1,3,1,0,1,0,0,0,0,0,1,1,0,37,1,8,12,9.58,57,0,0,49.2,571.15,0.0,80,114.96,766.11,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,37,0,0,0,0,1,1,0,0,0,1,1,1,12,1,0,28,0,0,23,35.03,3,1,1,73.75,1756.6,0.0,0,805.69,2562.29,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,35,0,0,0,0,1,1,1,1,0,0,0,1,12,1,0,58,0,0,62,24.35,16,1,1,92.3,5731.45,0.0,0,1509.7,7241.15,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,42,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,42,0,0,8,14.32,0,0,0,19.2,156.85,0.0,0,114.56,271.41,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,46,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,48,1,9,31,29.77,12,0,1,88.65,2683.2,0.0,0,922.87,3606.07,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,54,0,0,1,2,1,1,0,1,1,0,0,1,1,1,0,63,1,1,45,22.31,19,1,1,95.95,4456.65,0.0,0,1003.95,5460.599999999999,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,59,0,0,2,15.83,0,0,0,20.25,36.8,0.0,0,31.66,68.46,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1,58,0,0,0,0,0,0,0,0,1,0,1,1,12,1,0,68,0,0,44,0.0,3,1,1,49.05,2265.0,0.0,0,0.0,2265.0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,41,0,0,0,0,0,0,0,0,1,1,0,0,12,0,0,76,0,0,39,0.0,14,0,1,35.55,1309.15,0.0,0,0.0,1309.15,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,53,0,0,1,0,0,0,1,1,1,1,1,1,24,1,0,30,1,7,72,0.0,15,1,1,65.1,4754.3,0.0,0,0.0,4754.3,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,50,0,0,1,0,1,0,1,1,0,1,0,1,12,1,0,50,1,2,51,17.95,14,1,1,69.75,3562.5,0.0,0,915.45,4477.95,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,49,0,0,0,0,1,1,0,1,1,0,1,1,12,1,0,49,0,0,56,32.43,2,1,0,106.8,5914.4,0.0,30,1816.08,7760.48,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,32,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,57,0,0,1,39.3,26,0,1,51.25,51.25,0.0,0,39.3,90.55,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,30,0,0,1,0,1,0,1,1,0,1,0,0,12,1,0,22,1,5,23,12.88,41,0,1,57.75,1282.85,0.0,0,296.24,1579.09,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,21,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,31,0,0,1,5.1,0,0,0,19.55,19.55,0.0,0,5.1,24.65,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
0,20,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,57,0,0,11,8.48,52,0,1,79.5,795.65,0.0,0,93.28,888.93,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,41,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,48,1,6,52,31.09,28,1,1,98.15,4993.4,0.0,0,1616.68,6610.08,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,19,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,42,0,0,3,1.57,0,0,0,20.25,61.45,0.0,0,4.71,66.16,5,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1,29,1,0,1,2,1,0,1,1,0,0,0,0,1,1,0,64,1,6,51,2.53,71,0,1,79.15,4018.55,0.0,0,129.03,4147.58,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,64,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,20,0,0,37,0.0,6,1,1,40.2,1478.85,0.0,0,0.0,1478.85,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,59,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,63,0,0,13,18.73,0,0,0,19.95,243.65,0.0,0,243.49,487.14,4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0,29,1,0,1,0,1,1,1,0,0,0,0,0,12,1,0,26,1,3,49,42.19,52,0,1,55.35,2633.95,0.0,0,2067.31,4701.26,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,19,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,28,0,0,18,2.76,26,0,0,71.1,1247.75,0.0,150,49.67999999999999,1447.43,5,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,42,0,0,1,0,0,0,1,0,1,0,1,1,24,1,0,30,1,7,68,0.0,16,1,1,54.1,3794.5,0.0,0,0.0,3794.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,27,1,0,0,0,1,0,0,0,0,0,0,0,24,0,0,70,0,0,54,25.72,0,0,0,19.65,1008.7,0.0,0,1388.88,2397.58,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0,22,1,0,1,0,1,1,1,1,1,1,0,1,24,0,0,20,1,2,71,18.04,41,1,1,80.4,5727.15,0.0,0,1280.84,7007.99,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,56,0,0,1,1,1,0,0,0,0,0,0,0,24,1,0,61,1,2,67,48.75,0,0,0,19.25,1372.9,0.0,0,3266.25,4639.15,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,46,0,0,1,3,1,1,0,0,0,0,1,0,1,1,0,80,1,1,14,26.58,53,0,1,84.8,1203.9,0.0,0,372.12,1576.02,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1,48,0,0,0,1,1,0,0,0,0,0,0,0,24,0,0,44,0,0,63,24.32,0,0,0,19.5,1215.1,0.0,0,1532.16,2747.26,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1,36,0,0,0,0,1,1,0,0,1,1,0,1,12,1,0,34,0,0,41,36.93,30,1,1,68.6,2877.05,0.0,0,1514.13,4391.18,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,46,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,32,1,10,17,9.22,13,1,1,92.6,1579.7,0.0,0,156.74,1736.44,4,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,28,1,0,1,0,1,1,1,0,0,0,1,1,12,1,0,61,1,7,56,46.9,48,1,1,100.55,5514.95,0.0,0,2626.4,8141.35,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,49,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,23,0,0,5,24.53,0,0,0,20.55,96.1,0.0,0,122.65,218.75,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1,28,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,29,1,5,3,41.9,0,0,0,19.6,55.25,0.0,0,125.7,180.95,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
0,42,0,0,0,0,1,1,1,1,1,1,0,0,12,0,0,37,0,0,37,13.04,14,0,1,67.45,2443.3,0.0,0,482.48,2925.78,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,44,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,60,0,0,8,7.02,23,0,0,43.55,335.4,0.0,10,56.16,401.56,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,40,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,66,0,0,63,19.01,20,1,1,109.85,7002.95,0.0,0,1197.63,8200.58,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,61,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,74,1,7,7,5.01,0,0,0,20.65,158.95,0.0,0,35.07,194.02,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,52,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,70,0,0,3,17.01,28,1,1,95.4,293.15,0.0,0,51.03,344.17999999999995,3,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
0,19,1,0,1,1,1,0,0,0,0,0,0,0,24,0,0,71,1,3,72,5.7,0,0,0,21.0,1493.75,0.0,0,410.4,1904.15,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,57,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,38,0,0,19,40.22,22,1,1,56.2,1093.4,0.0,0,764.18,1857.58,5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,60,0,0,1,0,1,0,0,0,0,0,0,0,24,0,0,20,1,9,59,26.99,0,0,0,18.4,1057.85,0.0,0,1592.41,2650.26,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,62,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,49,1,5,35,24.76,0,0,0,25.75,882.55,0.0,0,866.6,1749.15,5,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
0,64,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,40,0,0,14,8.54,0,0,0,19.6,300.4,0.0,0,119.56,419.96,4,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1,29,1,0,1,2,1,0,0,0,0,0,0,0,24,0,0,36,1,7,69,8.39,0,0,0,19.8,1436.95,0.0,0,578.9100000000001,2015.86,5,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0,64,0,0,1,0,1,0,1,1,1,1,1,0,24,1,0,75,1,4,69,44.33,18,0,1,75.75,5388.15,0.0,0,3058.77,8446.92,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,56,0,0,1,0,1,1,0,1,0,1,1,1,24,1,0,76,1,10,72,26.04,6,1,1,78.95,5730.15,0.0,0,1874.88,7605.03,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,61,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,73,1,8,4,44.64,21,0,1,50.3,217.1,0.0,0,178.56,395.66,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,30,0,0,1,2,1,0,0,1,1,0,0,0,1,1,0,66,1,9,63,18.88,48,0,0,80.3,4896.35,0.0,40,1189.4399999999998,6125.79,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,52,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,22,0,0,72,3.43,0,0,0,19.85,1434.1,0.0,0,246.96,1681.06,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,42,0,0,0,0,1,0,0,0,0,0,0,0,24,1,0,37,0,0,46,32.78,0,0,0,21.1,937.1,0.0,0,1507.88,2444.98,5,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0,53,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,29,1,10,30,23.16,6,0,1,50.0,1474.9,0.0,0,694.8,2169.7,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,52,0,0,0,0,1,1,0,1,1,0,1,1,24,1,0,30,0,0,63,48.75,21,1,1,104.75,6536.5,0.0,0,3071.25,9607.75,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,53,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,58,0,0,60,31.12,0,0,0,19.85,1128.1,0.0,0,1867.2,2995.3,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,26,1,0,1,3,1,0,0,0,0,1,1,0,1,0,0,79,0,0,25,11.79,59,0,1,85.9,2199.05,0.0,0,294.75,2493.8,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
0,61,0,0,0,0,1,1,0,0,0,0,0,0,24,0,0,61,0,0,22,4.79,0,0,0,25.25,566.5,0.0,0,105.38,671.88,4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1,58,0,0,1,0,1,1,0,1,0,1,1,1,24,0,0,24,1,9,31,28.52,2,1,1,80.55,2471.6,0.0,0,884.12,3355.72,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,64,0,0,1,5,1,0,0,0,1,1,0,0,1,1,0,25,1,7,39,40.68,76,0,1,81.5,3107.3,0.0,0,1586.52,4693.82,5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,31,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,51,0,0,26,31.73,0,0,0,20.9,518.3,0.0,0,824.98,1343.28,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,54,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,56,0,0,12,45.8,4,0,1,67.25,832.3,0.0,0,549.5999999999999,1381.9,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,52,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,61,0,0,2,25.92,0,0,0,20.35,45.3,0.0,0,51.84,97.14,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
0,40,0,0,0,0,0,0,1,0,0,1,1,0,12,0,0,61,0,0,39,0.0,13,0,1,45.05,1790.6,0.0,0,0.0,1790.6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,37,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,45,1,8,7,0.0,17,0,1,34.65,246.6,0.0,0,0.0,246.6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,39,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,80,0,0,55,22.34,4,0,1,81.55,4509.5,0.0,0,1228.7,5738.2,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,43,0,0,1,0,1,0,0,1,1,0,1,1,24,1,0,35,1,7,72,42.16,18,1,1,75.4,5480.25,0.0,0,3035.5199999999995,8515.77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,62,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,79,1,6,10,37.08,7,1,1,67.8,653.15,0.0,0,370.8,1023.95,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,24,1,0,1,3,1,0,0,0,0,0,0,0,1,0,0,68,1,7,15,24.27,27,0,1,46.3,639.45,0.0,0,364.05,1003.5,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,48,0,0,1,1,1,0,0,0,0,0,0,0,24,0,0,33,1,1,23,39.59,0,0,0,20.4,478.75,0.0,0,910.57,1389.3200000000002,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,46,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,27,0,0,1,7.66,0,0,0,20.05,20.05,0.0,0,7.66,27.71,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
0,23,1,0,1,2,1,0,1,1,1,0,0,1,12,1,0,68,1,1,47,15.59,52,1,1,96.1,4391.45,0.0,0,732.73,5124.18,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,36,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,34,0,0,15,23.56,0,0,0,19.65,270.6,0.0,0,353.4,624.0,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,39,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,64,0,0,21,0.0,9,0,1,36.0,780.15,0.0,0,0.0,780.15,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,62,0,0,1,0,1,1,1,0,0,0,1,0,12,0,0,26,1,1,56,39.72,11,0,1,65.2,3512.15,0.0,0,2224.32,5736.469999999999,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,28,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,30,1,1,6,24.83,82,0,1,48.95,273.25,0.0,0,148.98,422.23,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,30,0,0,1,0,1,1,1,0,0,1,1,1,12,0,0,62,1,1,42,17.31,82,1,1,80.45,3375.9,0.0,0,727.02,4102.92,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,55,0,0,1,3,1,1,1,0,1,1,1,1,24,1,0,80,1,1,68,18.42,53,1,1,109.05,7508.55,0.0,0,1252.5600000000002,8761.11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,59,0,0,1,3,1,1,0,0,0,0,0,0,24,0,0,72,1,1,48,20.73,0,0,0,26.3,1245.05,0.0,0,995.04,2240.09,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,31,0,0,1,3,1,0,0,0,0,0,0,0,24,0,0,23,0,0,63,41.84,0,0,0,19.35,1263.85,0.0,0,2635.92,3899.77,4,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0,24,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,78,0,0,17,34.02,0,0,0,21.1,385.55,0.0,0,578.34,963.89,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0,41,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,63,1,1,4,39.04,0,0,0,18.85,84.2,0.0,0,156.16,240.36,4,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1,51,0,0,0,3,1,1,0,0,0,0,0,0,24,0,0,46,0,0,62,2.83,0,0,0,26.0,1638.7,0.0,0,175.46,1814.16,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,45,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,39,1,1,2,7.7,22,0,0,70.35,120.25,0.0,20,15.4,155.65,3,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
0,33,0,0,1,0,1,1,1,1,1,0,1,0,24,1,0,38,1,1,48,6.1,18,0,1,96.9,4473.45,0.0,0,292.79999999999995,4766.25,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,53,0,0,1,0,1,0,0,0,0,0,0,0,24,0,0,44,1,1,27,44.19,0,0,0,19.55,520.55,0.0,0,1193.13,1713.6799999999998,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,28,1,0,1,0,1,0,0,1,1,1,1,1,24,1,0,28,1,4,70,39.78,52,1,1,80.4,5717.85,0.0,0,2784.6,8502.45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44,0,0,1,0,1,1,0,1,1,0,1,0,12,1,0,79,1,1,46,10.13,3,0,1,94.65,4312.5,0.0,0,465.98,4778.48,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,35,0,0,1,2,1,1,0,1,1,0,1,0,12,0,0,74,1,9,69,42.45,27,0,1,95.75,6511.25,0.0,0,2929.05,9440.3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,34,0,0,0,0,1,0,0,0,0,0,0,0,24,1,0,76,0,0,65,44.7,0,0,0,19.55,1218.65,0.0,0,2905.5,4124.15,5,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0,46,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,51,0,0,17,31.6,0,0,0,20.1,279.5,0.0,0,537.2,816.7,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,23,1,0,1,0,1,1,1,0,1,1,1,1,12,1,0,35,1,2,51,39.32,76,1,1,111.55,5720.35,0.0,0,2005.32,7725.67,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,40,0,0,1,0,1,0,1,1,0,1,0,0,24,0,0,75,1,5,51,9.53,10,0,1,60.5,3121.45,0.0,0,486.03,3607.48,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,52,0,0,1,0,1,1,1,1,1,1,1,1,24,1,0,54,1,6,72,42.64,15,1,1,90.95,6468.6,0.0,0,3070.08,9538.68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,73,0,0,34,36.52,0,0,0,19.7,675.6,0.0,0,1241.68,1917.28,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,39,0,0,1,0,0,0,1,1,0,1,0,1,24,1,0,77,1,10,67,0.0,6,1,1,50.95,3521.7,0.0,0,0.0,3521.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,56,0,0,1,0,1,0,0,0,0,0,0,0,12,1,0,72,1,3,49,22.1,0,0,0,20.05,923.1,0.0,0,1082.9,2006.0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,38,0,0,1,3,1,0,0,0,0,0,0,0,24,1,0,73,1,8,53,25.32,0,0,0,19.4,1110.35,0.0,0,1341.96,2452.31,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,55,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,23,0,0,27,33.94,25,0,1,59.45,1611.65,0.0,0,916.38,2528.03,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,46,0,0,0,0,1,1,1,1,1,1,0,1,24,1,0,45,0,0,69,3.24,26,1,1,81.5,5553.25,0.0,0,223.56,5776.81,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,51,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,22,1,4,2,0.0,27,0,1,29.05,44.75,0.0,0,0.0,44.75,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,45,0,0,1,0,1,0,1,1,0,1,0,1,12,0,0,52,1,6,46,44.75,27,1,1,70.6,3231.05,0.0,0,2058.5,5289.55,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,39,0,0,0,0,1,1,0,1,0,0,1,1,24,1,0,55,0,0,54,31.55,8,1,1,97.2,5129.45,0.0,0,1703.7,6833.15,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,53,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,58,0,0,20,33.14,17,0,0,59.2,1191.2,0.0,130,662.8,1984.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,20,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,70,0,0,11,13.55,27,0,1,75.9,866.4,0.0,0,149.05,1015.45,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,56,0,0,1,0,1,0,1,1,1,0,0,1,24,0,0,43,1,4,68,11.94,3,1,1,70.95,4741.45,0.0,0,811.92,5553.37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,39,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,31,0,0,1,37.5,3,0,1,43.8,43.8,0.0,0,37.5,81.3,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0,36,0,0,1,0,0,0,1,1,1,0,1,1,24,0,0,20,1,1,63,0.0,5,1,1,59.0,3707.6,0.0,0,0.0,3707.6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,58,0,0,0,0,1,0,0,0,1,0,1,1,12,1,0,67,0,0,3,29.51,17,1,0,69.95,220.45,0.0,30,88.53,338.98,5,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1,25,1,0,0,0,1,1,0,0,0,0,0,0,12,0,0,70,0,0,48,13.67,0,0,0,24.35,1133.7,0.0,0,656.16,1789.86,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,45,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,55,0,0,66,0.0,15,0,1,29.45,1983.15,0.0,0,0.0,1983.15,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,44,0,0,1,1,1,1,0,1,1,0,0,0,24,1,0,34,1,3,68,24.94,30,0,1,84.4,5746.75,0.0,0,1695.92,7442.67,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,20,1,0,1,0,1,0,0,0,0,0,0,0,12,0,0,70,1,2,7,41.64,0,0,0,20.65,134.05,0.0,0,291.48,425.53,4,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,48,0,0,1,0,1,1,1,1,1,1,1,1,24,1,0,76,1,5,72,12.02,26,1,1,87.1,6230.1,0.0,0,865.4399999999999,7095.54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
