gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,city,zip_code,latitude,longitude,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,churn_value,churn_score,cltv,churn_reason,referred_a_friend,number_of_referrals,offer,avg_monthly_long_distance_charges,internet_type,avg_monthly_gb_download,streaming_music,unlimited_data,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,churn_category,pop_density,new_user
0,53,0,0,0,1,3,Santa Clara,95054,37.393554,-121.965114,15,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,57,3965,NA,0,0,None,32.54,None,0,0,0,24.8,324.15,12.8,0,488.1,799.4499999999999,3,0,NA,3730,0
1,21,1,0,1,1,3,Santa Cruz,95060,36.993451,-122.098858,20,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,0,70,3402,NA,1,4,None,38.6,None,0,0,0,20.0,417.65,9.73,0,772.0,1179.92,3,0,NA,684,0
0,50,0,0,1,1,3,Santa Cruz,95064,37.007882,-122.065975,54,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Electronic check,0,68,5546,NA,1,9,None,7.25,Fiber Optic,57,1,1,105.2,5637.85,23.01,0,391.5,6006.34,5,0,NA,3908,0
0,32,0,0,0,0,0,Santa Cruz,95065,37.031404,-121.981865,42,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,0,43,5293,NA,0,0,None,48.41,None,0,0,0,19.55,839.4,12.16,0,2033.22,2860.46,3,0,NA,725,0
1,24,1,0,1,0,0,Scotts Valley,95066,37.070177,-122.010077,9,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,0,62,4654,NA,1,3,None,6.78,Fiber Optic,59,1,1,79.75,769.1,0.0,0,61.02,830.12,5,0,NA,778,0
1,24,1,0,0,0,0,Saratoga,95070,37.257772,-122.051824,63,1,1,Fiber optic,0,1,0,0,1,1,Two year,0,Bank transfer (automatic),0,67,4769,NA,0,0,None,37.76,Fiber Optic,48,1,1,97.45,6253.0,0.0,0,2378.88,8631.88,3,0,NA,1201,0
1,57,0,0,1,0,0,Soquel,95073,37.023669,-121.946461,69,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,21,4884,NA,1,10,Offer A,39.78,None,0,0,0,24.25,1641.8,45.75,0,2744.82,4340.87,3,0,NA,479,0
1,24,1,0,0,0,0,Watsonville,95076,36.931654,-121.752383,69,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,66,5294,NA,0,0,Offer A,36.5,None,0,0,0,24.6,1678.05,28.42,0,2518.5,4168.13,5,0,NA,604,0
0,32,0,0,1,0,0,San Jose,95110,37.34667,-121.910019,40,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,0,71,2454,NA,1,7,None,24.3,DSL,28,0,1,50.15,2058.5,37.03,0,972.0,2993.4700000000003,4,0,NA,4014,0
0,38,0,0,0,0,0,San Jose,95111,37.284265,-121.827673,60,0,0,DSL,1,1,1,0,0,0,Two year,0,Bank transfer (automatic),0,32,5544,NA,0,0,Offer B,0.0,DSL,25,0,1,39.6,2424.5,38.46,0,0.0,2386.04,3,0,NA,10840,0
0,33,0,0,1,0,0,San Jose,95117,37.311088,-121.961786,32,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),0,61,3981,NA,1,3,None,47.89,Fiber Optic,9,1,1,98.85,3145.9,0.0,0,1532.48,4678.38,4,0,NA,11693,0
0,60,0,0,0,0,0,San Jose,95118,37.255479,-121.889838,39,1,1,DSL,0,0,0,1,0,0,Two year,1,Credit card (automatic),0,79,2380,NA,0,0,None,5.4,DSL,16,0,1,53.85,2200.7,46.66,0,210.6,2364.64,3,0,NA,7703,0
1,36,0,0,0,0,0,San Jose,95119,37.233226,-121.78809,38,1,1,No,0,0,0,0,0,0,One year,1,Electronic check,0,23,2997,NA,0,0,None,46.18,None,0,0,0,24.25,914.4,35.61,0,1754.84,2633.63,3,0,NA,3524,0
0,32,0,0,0,0,0,San Jose,95120,37.186141,-121.843554,52,1,1,Fiber optic,0,0,1,0,0,1,Two year,1,Credit card (automatic),0,35,5386,NA,0,0,Offer B,15.1,Fiber Optic,17,1,1,89.45,4577.75,18.89,0,785.1999999999999,5344.06,3,0,NA,942,0
1,57,0,0,1,1,3,San Jose,95121,37.304681,-121.809955,48,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Credit card (automatic),0,79,4275,NA,1,1,Offer B,30.41,Fiber Optic,53,1,1,105.25,4997.5,1.66,0,1459.68,6455.52,3,0,NA,8454,0
0,21,1,0,1,0,0,San Jose,95122,37.32886,-121.834567,70,0,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),0,27,4031,NA,1,7,Offer A,0.0,DSL,30,1,1,59.5,4144.8,23.72,0,0.0,4121.08,4,0,NA,11857,0
0,56,0,0,0,0,0,San Jose,95123,37.238758,-121.828375,20,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),0,59,5790,NA,0,0,None,3.8,Fiber Optic,26,0,0,70.55,1493.55,17.6,0,76.0,1551.95,3,0,NA,7481,0
1,59,0,0,0,0,0,San Jose,95124,37.257063,-121.923037,50,1,1,DSL,1,0,1,1,1,1,One year,1,Credit card (automatic),0,71,5258,NA,0,0,Offer B,21.25,DSL,2,1,1,82.5,4179.1,21.35,0,1062.5,5220.25,4,0,NA,7167,0
0,46,0,0,1,0,0,San Jose,95126,37.327069,-121.916819,25,1,0,DSL,1,1,1,0,0,0,One year,1,Bank transfer (automatic),0,66,3807,NA,1,5,None,6.45,Cable,19,0,1,61.6,1611.0,44.9,0,161.25,1727.35,3,0,NA,9459,0
0,58,0,0,0,0,0,San Jose,95127,37.375156,-121.795867,12,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),0,70,4244,NA,0,0,None,44.78,DSL,12,0,1,49.05,593.05,29.32,0,537.36,1101.09,5,0,NA,4713,0
1,29,1,0,1,0,0,San Jose,95130,37.277592,-121.986477,23,1,0,DSL,1,1,1,1,0,0,One year,1,Mailed check,0,22,2072,NA,1,4,None,11.4,DSL,58,0,1,66.25,1533.8,23.92,0,262.2,1772.08,4,0,NA,8930,0
0,26,1,0,0,0,0,San Jose,95131,37.387027,-121.897775,27,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,39,3792,NA,0,0,None,20.66,None,0,0,0,19.4,529.8,0.0,0,557.82,1087.62,5,0,NA,4913,0
0,45,0,0,1,1,2,San Jose,95133,37.371862,-121.860349,26,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),0,58,4347,NA,1,9,None,43.84,None,0,0,0,19.15,515.75,0.0,0,1139.84,1655.59,5,0,NA,7982,0
0,58,0,0,0,1,1,San Jose,95136,37.270938,-121.851046,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,45,4725,NA,0,0,None,21.18,None,0,0,0,19.25,48.35,0.0,0,42.36,90.71,3,0,NA,9082,1
1,23,1,0,1,1,3,San Jose,95138,37.246064,-121.749494,26,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Electronic check,0,72,2817,NA,1,10,None,42.95,Fiber Optic,27,0,1,81.95,2070.05,0.0,0,1116.7,3186.75,3,0,NA,725,0
1,40,0,0,1,1,2,Mount Hamilton,95140,37.382909,-121.634151,63,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,56,5975,NA,1,7,Offer B,46.9,None,0,0,0,20.0,1209.25,0.0,0,2954.7,4163.95,5,0,NA,2,0
0,52,0,0,1,1,2,San Jose,95148,37.339533,-121.777179,71,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,0,20,5406,NA,1,9,Offer A,23.34,None,0,0,0,19.8,1396.25,0.0,0,1657.14,3053.3900000000003,4,0,NA,4831,0
0,19,1,0,1,1,2,Stockton,95202,37.959706,-121.287669,11,1,1,DSL,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),0,42,5942,NA,1,7,None,16.71,DSL,59,0,1,65.15,723.35,0.0,0,183.81,907.16,3,0,NA,6049,0
1,30,0,0,0,0,0,Stockton,95204,37.974498,-121.319568,13,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),0,27,5407,NA,0,0,None,37.03,DSL,52,1,1,88.95,1161.75,0.0,0,481.39,1643.14,3,0,NA,5448,0
0,38,0,0,0,1,2,Stockton,95205,37.965695,-121.260051,6,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,75,3478,NA,0,0,None,16.91,None,0,0,0,20.2,98.35,0.0,0,101.46,199.81,4,0,NA,4188,0
0,19,1,0,1,0,0,Stockton,95207,38.002125,-121.324979,18,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),0,59,5558,NA,1,5,None,1.28,DSL,30,0,1,56.8,1074.65,0.0,0,23.04,1097.69,5,0,NA,6610,0
1,21,1,0,1,0,0,Stockton,95210,38.033219,-121.297433,32,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),0,76,3131,NA,1,6,Offer C,19.3,Fiber Optic,47,0,1,75.5,2324.7,0.0,0,617.6,2942.3,3,0,NA,5892,0
0,46,0,0,0,0,0,Stockton,95212,38.049457,-121.21653,29,0,0,DSL,1,0,0,1,0,0,One year,0,Mailed check,0,74,3898,NA,0,0,Offer C,0.0,DSL,8,0,1,35.6,1072.6,0.0,0,0.0,1072.6,4,0,NA,1170,0
1,62,0,0,0,0,0,Stockton,95215,37.946282,-121.139499,3,1,1,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,0,31,4830,NA,0,0,None,20.1,DSL,29,0,0,60.25,170.5,0.0,70,60.3,300.8,4,0,NA,245,1
1,59,0,0,0,0,0,Angels Camp,95222,38.071327,-120.632221,41,0,0,DSL,0,1,0,0,0,1,Month-to-month,1,Electronic check,0,79,2454,NA,0,0,Offer B,0.0,Cable,21,1,1,40.35,1677.85,0.0,0,0.0,1677.85,5,0,NA,35,0
1,59,0,0,0,0,0,Arnold,95223,38.32153,-120.236358,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,0,37,5084,NA,0,0,None,7.8,None,0,0,0,18.85,18.85,0.0,0,7.8,26.65,4,0,NA,16,1
0,57,0,0,0,0,0,Avery,95224,38.208336,-120.339938,7,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,0,20,3481,NA,0,0,None,5.61,DSL,24,0,1,54.85,370.4,0.0,0,39.27,409.67,3,0,NA,38,0
1,36,0,0,1,0,0,Burson,95225,38.183918,-120.898817,52,1,0,DSL,1,0,1,0,1,0,One year,1,Mailed check,0,73,4405,NA,0,0,Offer B,4.22,DSL,18,0,1,64.3,3410.6,0.0,0,219.44,3630.04,4,0,NA,96,0
1,48,0,0,1,1,1,Campo Seco,95226,38.233879,-120.861666,45,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),0,67,3043,NA,1,7,Offer B,20.11,None,0,0,0,24.65,1138.8,0.0,0,904.95,2043.75,4,0,NA,15,0
0,55,0,0,1,0,0,Clements,95227,38.227285,-121.02789,70,1,1,DSL,0,1,1,1,1,0,Two year,0,Credit card (automatic),0,67,5115,NA,1,4,Offer A,33.37,DSL,9,0,0,76.1,5264.25,0.0,110,2335.9,7710.15,4,0,NA,25,0
1,62,0,0,0,0,0,Copperopolis,95228,37.943954,-120.67108,53,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,0,54,4116,NA,0,0,Offer B,10.32,None,0,0,0,18.7,1005.7,0.0,0,546.96,1552.66,5,0,NA,37,0
1,44,0,0,1,0,0,French Camp,95231,37.873283,-121.292034,60,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Credit card (automatic),0,62,5267,NA,1,8,Offer B,15.54,Fiber Optic,19,1,1,94.1,5475.9,0.0,0,932.4,6408.299999999999,3,0,NA,413,0
1,63,0,0,0,0,0,Lockeford,95237,38.166791,-121.14207,67,1,0,DSL,1,0,1,1,0,1,One year,1,Bank transfer (automatic),0,50,4910,NA,0,0,None,5.39,Cable,9,1,1,72.35,4991.5,0.0,0,361.13,5352.63,3,0,NA,397,0
0,41,0,0,0,0,0,Mokelumne Hill,95245,38.304194,-120.592431,25,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),0,22,2130,NA,0,0,Offer C,7.17,None,0,0,0,19.9,510.8,0.0,0,179.25,690.05,3,0,NA,33,0
1,56,0,0,0,0,0,Mountain Ranch,95246,38.264262,-120.515133,5,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,0,78,2182,NA,0,0,None,49.4,Cable,22,0,0,53.8,283.95,0.0,10,247.0,540.95,4,0,NA,31,0
0,29,1,0,0,0,0,Murphys,95247,38.147852,-120.440124,26,1,1,DSL,0,0,0,0,0,0,One year,1,Credit card (automatic),0,36,3130,NA,0,0,Offer C,24.67,Cable,59,0,1,51.55,1295.4,0.0,0,641.4200000000001,1936.82,3,0,NA,105,0
0,21,1,0,1,0,0,San Andreas,95249,38.196497,-120.61689,1,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,0,53,2539,NA,1,1,Offer E,23.41,None,0,0,0,19.65,19.65,0.0,0,23.41,43.06,3,0,NA,48,1
0,60,0,0,1,1,3,Vallecito,95251,38.055562,-120.456298,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,0,29,4558,NA,1,1,None,32.47,Fiber Optic,76,1,1,114.0,8093.15,0.0,0,2337.84,10430.99,3,0,NA,70,0
1,33,0,0,0,0,0,Wilseyville,95257,38.392686,-120.415951,14,1,1,DSL,0,1,0,0,0,0,One year,1,Mailed check,0,44,4423,NA,0,0,Offer D,21.03,DSL,7,0,1,54.25,773.2,0.0,0,294.42,1067.62,5,0,NA,27,0
1,59,0,0,0,0,0,Woodbridge,95258,38.169605,-121.310964,13,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),0,78,5577,NA,0,0,Offer D,33.69,Fiber Optic,15,0,0,80.0,1029.35,0.0,0,437.97,1467.32,3,0,NA,1247,0
1,56,0,0,0,0,0,Ballico,95303,37.4695,-120.672724,46,1,1,DSL,1,0,1,0,1,1,Two year,0,Mailed check,0,63,2007,NA,0,0,Offer B,46.83,DSL,2,1,1,79.2,3593.8,0.0,0,2154.18,5747.98,4,0,NA,23,0
0,59,0,0,0,0,0,Ceres,95307,37.553469,-120.952825,39,1,0,DSL,0,0,0,1,0,0,Two year,1,Bank transfer (automatic),0,51,2202,NA,0,0,Offer C,3.93,DSL,15,0,1,49.8,1971.15,0.0,0,153.27,2124.42,4,0,NA,1276,0
0,56,0,0,0,0,0,Coulterville,95311,37.722127,-120.110174,57,0,0,DSL,1,0,1,0,1,1,Month-to-month,1,Electronic check,0,58,5594,NA,0,0,Offer B,0.0,DSL,30,1,1,53.75,3196.0,0.0,0,0.0,3196.0,4,0,NA,9,0
1,29,1,0,1,0,0,Cressey,95312,37.420273,-120.66527,53,1,0,Fiber optic,0,0,0,1,1,1,One year,1,Electronic check,0,20,4700,NA,1,1,Offer B,38.35,Fiber Optic,82,1,1,93.45,4872.2,0.0,0,2032.55,6904.75,4,0,NA,273,0
0,32,0,0,1,1,1,Crows Landing,95313,37.435664,-121.049056,18,1,0,Fiber optic,1,0,1,0,1,0,Month-to-month,1,Mailed check,0,33,5192,NA,1,1,Offer D,24.16,Fiber Optic,19,0,1,87.9,1500.5,0.0,0,434.88,1935.38,4,0,NA,27,0
1,59,0,0,1,0,0,Denair,95316,37.524721,-120.757977,58,1,1,DSL,1,0,0,1,0,0,One year,1,Bank transfer (automatic),0,46,4411,NA,1,1,Offer B,26.36,DSL,8,0,0,61.05,3478.75,0.0,0,1528.88,5007.63,4,0,NA,98,0
1,38,0,0,0,0,0,El Portal,95318,37.654551,-119.822984,35,1,0,Fiber optic,0,0,1,1,1,1,One year,1,Electronic check,0,36,3244,NA,0,0,Offer C,36.42,Fiber Optic,2,1,1,99.25,3532.0,0.0,0,1274.7,4806.7,3,0,NA,14,0
0,21,1,0,0,0,0,Escalon,95320,37.818543,-121.006907,3,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Credit card (automatic),0,33,5806,NA,0,0,Offer E,29.84,Fiber Optic,30,1,1,85.7,256.75,0.0,0,89.52,346.27,5,0,NA,145,1
0,47,0,0,0,0,0,Groveland,95321,37.902968,-119.667544,38,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Electronic check,0,35,2709,NA,0,0,Offer C,4.34,Fiber Optic,26,1,1,104.85,3887.25,0.0,0,164.92,4052.17,4,0,NA,21,0
0,60,0,0,1,0,0,Gustine,95322,37.147198,-121.120161,35,1,1,DSL,1,1,1,1,0,0,Two year,1,Credit card (automatic),0,61,3945,NA,0,0,Offer C,5.06,Cable,20,0,1,69.15,2490.15,0.0,0,177.1,2667.25,3,0,NA,51,0
1,33,0,0,0,0,0,Hilmar,95324,37.394536,-120.890747,47,1,0,DSL,0,0,1,1,1,1,Two year,0,Mailed check,0,55,3459,NA,0,0,Offer B,3.47,DSL,12,1,1,74.45,3510.3,0.0,0,163.09,3673.39,3,0,NA,178,0
1,25,1,0,0,0,0,Hornitos,95325,37.479926,-120.230424,14,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,0,48,3185,NA,0,0,Offer D,39.22,DSL,48,0,0,50.45,765.45,0.0,140,549.0799999999999,1454.53,5,0,NA,2,0
0,58,0,0,1,0,0,Jamestown,95327,37.84771,-120.486589,66,1,1,DSL,1,1,0,1,1,1,Two year,0,Electronic check,0,38,5012,NA,1,1,None,42.85,DSL,21,1,1,85.25,5538.35,0.0,0,2828.1,8366.45,4,0,NA,62,0
0,26,1,0,1,0,0,Keyes,95328,37.555631,-120.911653,15,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),0,67,2483,NA,1,1,Offer D,39.84,None,0,0,0,19.45,340.85,0.0,0,597.6,938.45,5,0,NA,3834,0
1,24,1,0,0,0,0,La Grange,95329,37.666587,-120.411517,42,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),0,57,2574,NA,0,0,Offer B,18.31,None,0,0,0,20.75,844.45,0.0,0,769.02,1613.47,3,0,NA,23,0
1,53,0,0,1,0,0,Lathrop,95330,37.80821,-121.308401,17,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,0,38,2362,NA,1,1,Offer D,21.15,Fiber Optic,4,0,1,78.9,1348.95,0.0,0,359.54999999999995,1708.5,3,0,NA,830,0
0,26,1,0,0,0,0,Le Grand,95333,37.249377,-120.249581,37,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Credit card (automatic),0,21,4812,NA,0,0,Offer C,38.72,Fiber Optic,59,1,1,104.5,3778.0,0.0,0,1432.64,5210.639999999999,3,0,NA,25,0
1,20,1,0,0,0,0,Livingston,95334,37.361987,-120.748394,12,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,0,70,5007,NA,0,0,Offer D,17.14,DSL,48,0,0,49.4,611.65,0.0,90,205.68,907.33,3,0,NA,276,0
1,63,0,0,0,0,0,Manteca,95336,37.830267,-121.201018,60,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,0,24,6355,NA,0,0,Offer B,39.41,None,0,0,0,25.0,1505.05,0.0,0,2364.6,3869.65,3,0,NA,1114,0
0,26,1,0,1,1,2,Manteca,95337,37.750822,-121.238423,18,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),0,28,4134,NA,1,9,Offer D,0.0,DSL,52,0,1,25.55,467.85,0.0,0,0.0,467.85,3,0,NA,693,0
1,56,0,0,0,0,0,Merced,95340,37.255637,-120.493537,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,26,2228,NA,0,0,None,5.63,Fiber Optic,15,0,1,70.15,194.2,0.0,0,16.89,211.09,3,0,NA,854,1
1,23,1,0,0,1,3,Midpines,95345,37.581496,-119.972762,9,1,0,DSL,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),0,55,5108,NA,0,0,Offer E,16.77,Cable,73,1,1,69.4,571.45,0.0,0,150.93,722.3800000000001,3,0,NA,22,0
0,45,0,0,1,0,0,Merced,95348,37.40122,-120.514191,56,1,1,Fiber optic,1,1,1,0,0,0,One year,1,Electronic check,0,56,4778,NA,1,1,Offer B,40.33,Fiber Optic,9,0,1,93.15,5253.95,0.0,0,2258.48,7512.43,3,0,NA,648,0
0,25,1,0,0,0,0,Modesto,95354,37.639029,-120.964772,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,71,4704,NA,0,0,Offer E,8.95,Fiber Optic,52,0,1,69.55,521.35,0.0,0,62.64999999999999,584.0,3,0,NA,3459,0
1,28,1,0,1,1,2,Modesto,95355,37.672906,-120.946594,69,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,34,5267,NA,1,5,None,42.49,None,0,0,0,20.2,1412.65,0.0,0,2931.81,4344.46,5,0,NA,6145,0
0,42,0,0,1,1,3,Modesto,95358,37.612612,-121.108568,54,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,60,6393,NA,1,3,None,19.7,None,0,0,0,20.4,1090.6,0.0,0,1063.8,2154.4,4,0,NA,263,0
0,26,1,0,1,0,0,Newman,95360,37.343846,-121.039391,62,1,1,No,0,0,0,0,0,0,One year,1,Credit card (automatic),0,66,4811,NA,1,6,None,32.28,None,0,0,0,23.75,1446.8,0.0,0,2001.36,3448.16,4,0,NA,35,0
1,25,1,0,1,1,3,Patterson,95363,37.410236,-121.320337,62,1,1,DSL,0,0,0,0,1,1,Month-to-month,1,Credit card (automatic),0,37,5057,NA,1,9,None,36.54,DSL,41,1,1,70.45,4300.45,0.0,0,2265.48,6565.93,5,0,NA,214,0
0,47,0,0,0,0,0,Pinecrest,95364,38.224869,-119.755729,17,1,1,DSL,1,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),0,63,3921,NA,0,0,Offer D,47.45,DSL,5,1,1,65.75,1111.2,0.0,0,806.6500000000001,1917.85,4,0,NA,0,0
0,24,1,0,0,0,0,Planada,95365,37.329725,-120.306399,9,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,49,2323,NA,0,0,Offer E,0.0,DSL,52,0,1,24.6,190.1,0.0,0,0.0,190.1,5,0,NA,329,0
0,30,0,0,1,0,0,Ripon,95366,37.750778,-121.13238,64,1,0,DSL,1,0,1,1,1,0,Two year,0,Mailed check,0,25,4226,NA,1,4,None,25.74,DSL,51,0,1,69.25,4447.75,0.0,0,1647.36,6095.11,4,0,NA,482,0
1,64,0,0,1,0,0,Sonora,95370,37.982716,-120.343732,72,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,66,5065,NA,1,3,None,24.42,None,0,0,0,24.65,1830.05,0.0,0,1758.2400000000002,3588.29,5,0,NA,260,0
0,62,0,0,0,0,0,Soulsbyville,95372,37.990574,-120.261821,30,1,1,Fiber optic,1,1,1,0,0,0,One year,0,Bank transfer (automatic),0,78,3171,NA,0,0,Offer C,7.19,Fiber Optic,18,0,1,90.4,2820.65,0.0,0,215.7,3036.35,4,0,NA,733,0
1,56,0,0,1,0,0,Stevinson,95374,37.316807,-120.855753,49,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Mailed check,0,53,5417,NA,1,3,None,44.81,Fiber Optic,10,1,1,100.85,4847.35,0.0,0,2195.69,7043.040000000001,3,0,NA,44,0
0,21,1,0,1,0,0,Tracy,95376,37.680968,-121.446049,61,1,1,DSL,1,0,1,1,0,1,Two year,0,Credit card (automatic),0,35,6466,NA,1,10,None,28.8,Cable,52,1,1,75.35,4729.3,0.0,0,1756.8,6486.1,4,0,NA,6530,0
0,54,0,0,1,1,1,Tuolumne,95379,37.939768,-120.188002,47,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,0,Electronic check,0,76,3760,NA,1,7,None,1.09,Fiber Optic,13,0,1,87.2,4017.45,0.0,0,51.23,4068.68,3,0,NA,72,0
0,64,0,0,0,0,0,Turlock,95380,37.474396,-120.875917,20,1,0,DSL,1,0,1,0,0,1,Month-to-month,0,Credit card (automatic),0,80,2120,NA,0,0,Offer D,12.6,DSL,29,1,1,64.4,1398.6,0.0,0,252.0,1650.6,3,0,NA,549,0
1,43,0,0,1,1,2,Twain Harte,95383,38.107441,-120.230625,70,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,59,5907,NA,1,8,None,30.33,None,0,0,0,24.7,1685.9,0.0,0,2123.1,3809.0,4,0,NA,50,0
0,58,0,0,0,1,1,Vernalis,95385,37.609095,-121.263381,54,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Electronic check,0,35,5915,NA,0,0,None,20.93,Fiber Optic,11,1,0,105.85,5826.65,0.0,10,1130.22,6966.87,4,0,NA,17,0
0,39,0,0,0,0,0,Winton,95388,37.421299,-120.599587,13,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,0,37,3799,NA,0,0,Offer D,22.31,None,0,0,0,19.45,270.2,0.0,0,290.03,560.23,5,0,NA,337,0
1,25,1,0,1,1,2,Santa Rosa,95401,38.460517,-122.790335,3,1,0,DSL,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),0,52,3654,NA,1,9,Offer E,11.47,DSL,51,0,1,58.7,168.6,0.0,0,34.410000000000004,203.01,3,0,NA,1793,1
0,43,0,0,0,0,0,Santa Rosa,95403,38.488431,-122.752839,25,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,58,3848,NA,0,0,Offer C,17.64,None,0,0,0,20.15,536.35,0.0,0,441.0,977.35,5,0,NA,2052,0
0,58,0,0,0,0,0,Santa Rosa,95404,38.526941,-122.709096,30,1,1,DSL,1,0,0,0,0,1,Month-to-month,1,Mailed check,0,48,5039,NA,0,0,None,2.64,DSL,15,1,1,64.5,1888.45,0.0,0,79.2,1967.65,3,0,NA,497,0
1,20,1,0,1,0,0,Santa Rosa,95405,38.439696,-122.668817,21,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,0,77,3766,NA,1,8,Offer D,0.0,DSL,59,0,1,28.5,629.35,0.0,0,0.0,629.35,4,0,NA,3907,0
1,63,0,0,1,1,1,Annapolis,95412,38.731055,-123.316553,45,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Electronic check,0,22,5915,NA,1,9,None,47.48,Fiber Optic,20,1,1,105.15,4730.9,0.0,0,2136.6,6867.5,4,0,NA,5,0
1,60,0,0,1,1,3,Boonville,95415,39.025867,-123.381544,24,1,1,Fiber optic,0,1,1,0,0,0,One year,0,Bank transfer (automatic),0,53,2404,NA,1,6,None,41.45,Fiber Optic,53,0,1,83.15,2033.05,0.0,0,994.8,3027.85,5,0,NA,29,0
1,60,0,0,1,0,0,Cazadero,95421,38.578807,-123.19338,56,1,1,Fiber optic,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),0,34,4534,NA,1,10,None,10.13,Fiber Optic,13,1,1,103.2,5744.35,0.0,0,567.2800000000001,6311.63,5,0,NA,7,0
0,62,0,0,0,0,0,Clearlake Oaks,95423,39.07116,-122.598542,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,0,64,5820,NA,0,0,Offer E,46.59,None,0,0,0,19.45,19.45,0.0,0,46.59,66.04,3,0,NA,36,1
